Region,Life Expectancy - Interpolated,Year,Quadrant Region,African Region,Rank,Country Name
Eastern Mediterranean,75.419998,2012,Asia and Oceania,,90,Country 90
Europe,83.160004,2015,Europe,,95,Country 95
Africa,47.869999,2013,Africa,Central Africa,129,Country 129
Europe,79.510002,2006,Europe,,97,Country 97
Eastern Mediterranean,75.129997,2001,Africa,Northern Africa,98,Country 98
Americas,75.389999,2001,Americas,,100,Country 100
Africa,57.950001,2013,Africa,Western Africa,115,Country 115
Europe,78.739998,2000,Europe,,102,Country 102
Africa,64.900002,2009,Africa,Eastern Africa,99,Country 99
Europe,70.620003,2011,Europe,,23,Country 23
Africa,65.559998,2005,Africa,Western Africa,127,Country 127
Europe,79.349998,2008,Europe,,24,Country 24
Eastern Mediterranean,64.080002,2004,Africa,Northern Africa,22,Country 22
Europe,81.080002,2008,Europe,,104,Country 104
Americas,72.860001,2003,Americas,,101,Country 101
Europe,67.910004,2010,Asia and Oceania,,126,Country 126
Western Pacific,82.760002,2010,Asia and Oceania,,125,Country 125
Western Pacific,80.529999,2011,Asia and Oceania,,124,Country 124
Americas,73.540001,2002,Americas,,25,Country 25
South-East Asia,77.580002,2015,Asia and Oceania,,26,Country 26
Africa,60.98,2003,Africa,Western Africa,113,Country 113
Eastern Mediterranean,76.709999,2015,Asia and Oceania,,120,Country 120
Americas,76.959999,2001,Americas,,121,Country 121
Americas,69.580002,2003,Americas,,138,Country 138
Africa,64.550003,2012,Africa,Eastern Africa,119,Country 119
Eastern Mediterranean,68.330002,2013,Asia and Oceania,,83,Country 83
Eastern Mediterranean,77.099998,2016,Asia and Oceania,,90,Country 90
Europe,80.32,2011,Europe,,116,Country 116
Western Pacific,83.940002,2016,Asia and Oceania,,80,Country 80
Africa,52.439999,1999,Africa,Western Africa,115,Country 115
Europe,81.459999,2015,Europe,,118,Country 118
Africa,73.07,2009,Africa,Eastern Africa,139,Country 139
Western Pacific,63.790001,2010,Asia and Oceania,,17,Country 17
Western Pacific,69.239998,2013,Asia and Oceania,,137,Country 137
Americas,71.349998,1998,Americas,,101,Country 101
Americas,74.080002,2005,Americas,,159,Country 159
Eastern Mediterranean,79.449997,2009,Asia and Oceania,,155,Country 155
Europe,72.709999,2006,Europe,,157,Country 157
Europe,78.360001,2006,Europe,,158,Country 158
Africa,53.27,2000,Africa,Western Africa,156,Country 156
Africa,72.510002,2011,Africa,Western Africa,6,Country 6
Africa,70.220001,1997,Africa,Eastern Africa,139,Country 139
Africa,50.57,2008,Africa,Eastern Africa,89,Country 89
Africa,56.790001,2011,Africa,Western Africa,115,Country 115
South-East Asia,65.32,2008,Asia and Oceania,,92,Country 92
Africa,66.510002,2013,Africa,Western Africa,5,Country 5
Africa,57.02,2006,Africa,Eastern Africa,93,Country 93
Americas,74.650002,2010,Americas,,91,Country 91
Africa,64.769997,2016,Africa,Southern Africa,10,Country 10
Europe,80.720001,2004,Europe,,94,Country 94
Americas,72.059998,2002,Americas,,88,Country 88
Europe,80.580002,2010,Europe,,118,Country 118
Eastern Mediterranean,75.75,2010,Asia and Oceania,,120,Country 120
Europe,79.639999,2007,Europe,,37,Country 37
Americas,77.269997,2004,Americas,,121,Country 121
South-East Asia,69.410004,2008,Asia and Oceania,,40,Country 40
Eastern Mediterranean,66.389999,2008,Asia and Oceania,,83,Country 83
Africa,61.68,2009,Africa,Eastern Africa,119,Country 119
Africa,62.169998,2006,Africa,Western Africa,113,Country 113
Europe,81.269997,2014,Europe,,116,Country 116
Europe,64.839996,1999,Asia and Oceania,,56,Country 56
Africa,52.439999,1997,Africa,Central Africa,62,Country 62
Americas,75.589996,2002,Americas,,133,Country 133
Western Pacific,80.370003,2008,Asia and Oceania,,150,Country 150
Americas,77.68,2013,Americas,,160,Country 160
Europe,80.93,2016,Europe,,16,Country 16
Europe,82.150002,2011,Europe,,134,Country 134
Africa,45.25,2005,Africa,Eastern Africa,135,Country 135
Europe,72.669998,2004,Europe,,161,Country 161
Western Pacific,65.410004,2008,Asia and Oceania,,140,Country 140
Americas,78.720001,2014,Americas,,142,Country 142
Africa,53.110001,2004,Africa,Central Africa,141,Country 141
Americas,75.349998,2009,Americas,,143,Country 143
Europe,81.839996,2012,Europe,,82,Country 82
Americas,75.870003,2010,Americas,,109,Country 109
Africa,47.630001,1998,Africa,Eastern Africa,81,Country 81
Americas,56.75,2000,Americas,,77,Country 77
Europe,69.010002,2011,Asia and Oceania,,53,Country 53
Europe,80.82,2013,Europe,,66,Country 66
Africa,43.240002,2003,Africa,Southern Africa,65,Country 65
Europe,71.07,2006,Europe,,51,Country 51
Americas,73.910004,1997,Americas,,72,Country 72
Europe,72.559998,2002,Europe,,64,Country 64
Americas,75.839996,2006,Americas,,71,Country 71
Americas,71.080002,2007,Americas,,44,Country 44
Africa,75.860001,2007,Africa,Northern Africa,48,Country 48
Africa,56.98,2007,Africa,Eastern Africa,68,Country 68
Western Pacific,74.529999,2011,Asia and Oceania,,46,Country 46
Africa,43.27,2005,Africa,Southern Africa,50,Country 50
Europe,77.349998,2015,Europe,,67,Country 67
Africa,55.599998,2007,Africa,Central Africa,45,Country 45
Americas,70.980003,1999,Americas,,88,Country 88
Europe,73.260002,2009,Europe,,49,Country 49
Western Pacific,80.019997,2001,Asia and Oceania,,41,Country 41
Africa,49.009998,2001,Africa,Eastern Africa,47,Country 47
Africa,57.549999,2008,Africa,Western Africa,38,Country 38
Americas,72.730003,2014,Americas,,73,Country 73
Europe,78.959999,2015,Europe,,74,Country 74
Africa,53.509998,2005,Africa,Western Africa,115,Country 115
Europe,67.349998,2000,Europe,,110,Country 110
Europe,71.940002,2003,Europe,,75,Country 75
Africa,65.959999,2011,Africa,Western Africa,5,Country 5
Western Pacific,79.519997,2004,Asia and Oceania,,150,Country 150
Europe,73.5,2008,Europe,,161,Country 161
South-East Asia,67.720001,2014,Asia and Oceania,,92,Country 92
Americas,75.93,2001,Americas,,160,Country 160
Africa,58.75,2016,Africa,Western Africa,122,Country 122
Americas,74.800003,2012,Americas,,91,Country 91
Africa,51.099998,2000,Africa,Eastern Africa,93,Country 93
Africa,52.700001,1998,Africa,Southern Africa,50,Country 50
Americas,73.900002,1997,Americas,,71,Country 71
Africa,58.439999,2014,Africa,Eastern Africa,89,Country 89
Americas,72.620003,2004,Americas,,88,Country 88
Europe,80.169998,2002,Europe,,94,Country 94
Europe,80.639999,2013,Europe,,106,Country 106
Europe,78,1998,Europe,,111,Country 111
Eastern Mediterranean,76.580002,2014,Asia and Oceania,,107,Country 107
Europe,70.839996,1998,Europe,,64,Country 64
Western Pacific,81.989998,2010,Asia and Oceania,,41,Country 41
Africa,49.830002,1999,Africa,Southern Africa,65,Country 65
Africa,60.240002,2009,Africa,Western Africa,108,Country 108
Eastern Mediterranean,68.790001,2013,Asia and Oceania,,130,Country 130
Europe,74.279999,2002,Europe,,149,Country 149
Africa,60.400002,2006,Africa,Eastern Africa,148,Country 148
Eastern Mediterranean,76.400002,2013,Asia and Oceania,,131,Country 131
Europe,74.43,2003,Europe,,128,Country 128
Europe,75.610001,1999,Europe,,132,Country 132
Europe,70.870003,2016,Europe,,154,Country 154
Europe,82.029999,2015,Europe,,104,Country 104
Europe,69.190002,2013,Asia and Oceania,,126,Country 126
Africa,64.410004,2002,Africa,Western Africa,127,Country 127
Western Pacific,83.300003,2013,Asia and Oceania,,125,Country 125
South-East Asia,66.910004,2007,Asia and Oceania,,43,Country 43
Western Pacific,80.739998,2012,Asia and Oceania,,124,Country 124
Americas,73.029999,2004,Americas,,101,Country 101
Eastern Mediterranean,64.970001,2009,Asia and Oceania,,30,Country 30
Europe,80.800003,2010,Europe,,111,Country 111
Africa,57.389999,2008,Africa,Western Africa,31,Country 31
Africa,59.610001,1998,Africa,Central Africa,11,Country 11
Western Pacific,79.110001,1998,Asia and Oceania,,41,Country 41
Europe,71.800003,2000,Europe,,28,Country 28
Western Pacific,82.550003,2015,Asia and Oceania,,41,Country 41
Europe,69.730003,1998,Europe,,75,Country 75
Europe,67.32,1997,Europe,,110,Country 110
Africa,55.400002,2000,Africa,Southern Africa,162,Country 162
Europe,77.370003,1997,Europe,,1,Country 1
Western Pacific,61.66,2007,Asia and Oceania,,17,Country 17
Africa,51.639999,1999,Africa,Western Africa,38,Country 38
Africa,72.260002,2010,Africa,Western Africa,6,Country 6
Europe,76.879997,2011,Europe,,18,Country 18
Americas,75.720001,2011,Americas,,143,Country 143
Africa,73.120003,2009,Africa,Eastern Africa,117,Country 117
Americas,78.559998,2012,Americas,,142,Country 142
Western Pacific,65.989998,2010,Asia and Oceania,,140,Country 140
Africa,54.049999,2006,Africa,Central Africa,141,Country 141
Africa,57.549999,1999,Africa,Southern Africa,162,Country 162
Africa,54.209999,2007,Africa,Western Africa,122,Country 122
Eastern Mediterranean,67.010002,2013,Africa,Northern Africa,22,Country 22
South-East Asia,74.599998,2006,Asia and Oceania,,26,Country 26
Europe,67.959999,2002,Europe,,23,Country 23
Europe,78.029999,1999,Europe,,111,Country 111
Africa,70.029999,2014,Africa,Central Africa,165,Country 165
Africa,57.439999,2016,Africa,Southern Africa,65,Country 65
Europe,75.160004,2001,Europe,,18,Country 18
Africa,50.889999,2003,Africa,Eastern Africa,81,Country 81
Americas,55.66,1997,Americas,,77,Country 77
Africa,60.959999,2011,Africa,Central Africa,79,Country 79
Africa,61.93,2012,Africa,Western Africa,78,Country 78
Americas,78.919998,2016,Americas,,121,Country 121
Western Pacific,81.309998,2001,Asia and Oceania,,80,Country 80
South-East Asia,76.610001,2013,Asia and Oceania,,3,Country 3
Eastern Mediterranean,80.07,2016,Asia and Oceania,,155,Country 155
Europe,76.589996,2009,Europe,,18,Country 18
Africa,66.839996,2006,Africa,Central Africa,165,Country 165
Africa,56.84,2010,Africa,Southern Africa,152,Country 152
South-East Asia,69.989998,2006,Asia and Oceania,,9,Country 9
Africa,54.509998,2010,Africa,Eastern Africa,63,Country 63
Americas,79.040001,2004,Americas,,7,Country 7
South-East Asia,71.489998,1999,Asia and Oceania,,26,Country 26
Europe,68.940002,2006,Europe,,151,Country 151
Europe,68.349998,2008,Europe,,29,Country 29
Africa,52.869999,2006,Africa,Western Africa,13,Country 13
Europe,82.089996,2015,Europe,,102,Country 102
Africa,64.529999,2006,Africa,Eastern Africa,99,Country 99
Eastern Mediterranean,77.269997,2014,Africa,Northern Africa,98,Country 98
South-East Asia,67.540001,2001,Asia and Oceania,,27,Country 27
Europe,80.099998,2009,Europe,,97,Country 97
Americas,79.370003,2014,Americas,,100,Country 100
Europe,80.230003,2011,Europe,,1,Country 1
Europe,67.949997,2009,Asia and Oceania,,14,Country 14
Europe,65.18,2003,Europe,,154,Country 154
Europe,77.589996,2016,Europe,,128,Country 128
Europe,67.410004,2004,Europe,,29,Country 29
Africa,45.68,2001,Africa,Southern Africa,152,Country 152
South-East Asia,70.809998,2013,Asia and Oceania,,27,Country 27
Eastern Mediterranean,61.84,1999,Africa,Northern Africa,22,Country 22
Africa,55.040001,2010,Africa,Western Africa,13,Country 13
Europe,72.529999,2013,Europe,,151,Country 151
Americas,70.970001,2004,Americas,,153,Country 153
Europe,65.279999,1997,Asia and Oceania,,14,Country 14
Africa,52.669998,1997,Africa,Central Africa,103,Country 103
Eastern Mediterranean,69.349998,1999,Africa,Northern Africa,144,Country 144
Americas,79.010002,1999,Americas,,147,Country 147
Eastern Mediterranean,74.620003,2001,Asia and Oceania,,131,Country 131
Eastern Mediterranean,73.620003,2001,Asia and Oceania,,130,Country 130
Europe,70.949997,2013,Europe,,29,Country 29
Europe,77.440002,2015,Europe,,128,Country 128
South-East Asia,66.480003,2004,Asia and Oceania,,27,Country 27
Africa,51.700001,2003,Africa,Western Africa,13,Country 13
Europe,77.360001,2016,Europe,,67,Country 67
Europe,74.050003,2000,Asia and Oceania,,4,Country 4
South-East Asia,62.48,2003,Asia and Oceania,,36,Country 36
South-East Asia,77.18,2015,Asia and Oceania,,3,Country 3
Europe,77.730003,1999,Europe,,16,Country 16
Europe,75.559998,2013,Europe,,28,Country 28
Africa,56.41,2005,Africa,Western Africa,31,Country 31
Africa,59.060001,1997,Africa,Western Africa,12,Country 12
Africa,61.349998,2012,Africa,Eastern Africa,148,Country 148
Eastern Mediterranean,63.349998,2004,Asia and Oceania,,30,Country 30
Africa,64.650002,2014,Africa,Central Africa,8,Country 8
Europe,76,2008,Europe,,149,Country 149
Eastern Mediterranean,61.669998,1998,Asia and Oceania,,83,Country 83
Africa,70.699997,1999,Africa,Eastern Africa,139,Country 139
Africa,55.25,1999,Africa,Eastern Africa,119,Country 119
Africa,55.810001,2004,Africa,Western Africa,114,Country 114
Western Pacific,74.419998,2010,Asia and Oceania,,112,Country 112
Africa,55.619999,2009,Africa,Western Africa,115,Country 115
South-East Asia,68.540001,2005,Asia and Oceania,,27,Country 27
Americas,63.970001,2016,Americas,,77,Country 77
Africa,59.099998,1999,Africa,Western Africa,113,Country 113
Western Pacific,72.260002,2005,Asia and Oceania,,112,Country 112
Americas,75.790001,1997,Americas,,121,Country 121
Africa,51.349998,2002,Africa,Western Africa,13,Country 13
Africa,58.48,2011,Africa,Western Africa,114,Country 114
Europe,70.209999,2012,Europe,,29,Country 29
Africa,59.209999,2003,Africa,Central Africa,11,Country 11
Americas,70.839996,2008,Americas,,138,Country 138
Americas,78.110001,2004,Americas,,15,Country 15
Africa,64.339996,2013,Africa,Western Africa,12,Country 12
Africa,71.290001,2002,Africa,Eastern Africa,139,Country 139
Europe,70.769997,1997,Europe,,28,Country 28
Europe,80.870003,2015,Europe,,16,Country 16
Americas,71.480003,2009,Americas,,44,Country 44
Africa,63.189999,1998,Africa,Western Africa,5,Country 5
Africa,47.560001,2011,Africa,Southern Africa,50,Country 50
Africa,56.759998,2009,Africa,Central Africa,45,Country 45
Western Pacific,73.839996,2005,Asia and Oceania,,46,Country 46
Europe,74.18,2001,Europe,,67,Country 67
Americas,68.940002,2001,Americas,,138,Country 138
Africa,52.529999,1997,Africa,Western Africa,115,Country 115
Africa,58.580002,2009,Africa,Eastern Africa,68,Country 68
Africa,73.330002,2011,Africa,Eastern Africa,139,Country 139
Africa,76.309998,2009,Africa,Northern Africa,48,Country 48
Europe,73.18,2007,Europe,,49,Country 49
Americas,76.150002,2008,Americas,,71,Country 71
Africa,59.970001,2015,Africa,Eastern Africa,47,Country 47
Eastern Mediterranean,72.239998,2005,Africa,Northern Africa,55,Country 55
Africa,52.299999,2004,Africa,Eastern Africa,63,Country 63
South-East Asia,70.129997,2008,Asia and Oceania,,9,Country 9
Europe,71.029999,2004,Europe,,54,Country 54
Americas,80.370003,2010,Americas,,7,Country 7
Europe,78.519997,2000,Asia and Oceania,,34,Country 34
Eastern Mediterranean,74.809998,2012,Asia and Oceania,,52,Country 52
Africa,49.369999,2008,Africa,Eastern Africa,39,Country 39
Africa,50.66,2001,Africa,Eastern Africa,2,Country 2
Eastern Mediterranean,72.849998,2000,Asia and Oceania,,90,Country 90
Africa,55.830002,2011,Africa,Southern Africa,162,Country 162
Europe,69.599998,2008,Europe,,151,Country 151
Americas,75.220001,2014,Americas,,87,Country 87
Africa,46.060001,2004,Africa,Southern Africa,152,Country 152
Africa,70.709999,1997,Africa,Eastern Africa,117,Country 117
Africa,56.110001,2004,Africa,Western Africa,78,Country 78
Africa,57.650002,2011,Africa,Eastern Africa,81,Country 81
Africa,57.220001,2012,Africa,Western Africa,115,Country 115
Eastern Mediterranean,75.209999,2003,Asia and Oceania,,163,Country 163
Western Pacific,82.769997,2009,Asia and Oceania,,80,Country 80
Africa,54.900002,2003,Africa,Central Africa,79,Country 79
Europe,70.830002,2015,Europe,,154,Country 154
Africa,61.23,1999,Africa,Eastern Africa,99,Country 99
South-East Asia,71.089996,2012,Asia and Oceania,,40,Country 40
Europe,78.449997,2003,Europe,,37,Country 37
Americas,80.209999,2015,Americas,,15,Country 15
Eastern Mediterranean,62.439999,1999,Asia and Oceania,,30,Country 30
Africa,61.41,2008,Africa,Central Africa,11,Country 11
Africa,60.459999,2006,Africa,Western Africa,12,Country 12
Africa,56.220001,1998,Africa,Western Africa,31,Country 31
Europe,79.019997,2004,Europe,,16,Country 16
Americas,69.730003,2004,Americas,,138,Country 138
Africa,57.209999,2009,Africa,Southern Africa,10,Country 10
Africa,73.480003,2014,Africa,Eastern Africa,139,Country 139
Americas,66.300003,1998,Americas,,73,Country 73
Europe,74.739998,1999,Europe,,74,Country 74
Africa,57.470001,1997,Africa,Eastern Africa,148,Country 148
Americas,73.68,1998,Americas,,109,Country 109
Western Pacific,78.709999,2001,Asia and Oceania,,150,Country 150
Africa,60.34,2016,Africa,Eastern Africa,47,Country 47
Americas,76.349998,2004,Americas,,160,Country 160
Europe,78.830002,2014,Asia and Oceania,,4,Country 4
Europe,74.239998,2013,Europe,,161,Country 161
South-East Asia,68.510002,2013,Asia and Oceania,,36,Country 36
Europe,78.099998,1997,Europe,,66,Country 66
Europe,77.25,2001,Europe,,106,Country 106
Africa,58.139999,2005,Africa,Western Africa,108,Country 108
Eastern Mediterranean,72.410004,2002,Asia and Oceania,,107,Country 107
Europe,72.720001,2003,Europe,,28,Country 28
Eastern Mediterranean,79.870003,2016,Asia and Oceania,,60,Country 60
Africa,59.630001,2011,Africa,Western Africa,31,Country 31
Africa,59.630001,1997,Africa,Central Africa,11,Country 11
Eastern Mediterranean,65.290001,2010,Asia and Oceania,,30,Country 30
Africa,58.900002,2012,Africa,Western Africa,35,Country 35
Eastern Mediterranean,70.940002,2012,Africa,Northern Africa,144,Country 144
Europe,76.029999,2000,Europe,,132,Country 132
Africa,63.27,2014,Africa,Central Africa,103,Country 103
Europe,69.040001,2011,Asia and Oceania,,14,Country 14
Europe,81.43,2016,Europe,,97,Country 97
Eastern Mediterranean,75.529999,2011,Asia and Oceania,,163,Country 163
Eastern Mediterranean,65.190002,2004,Asia and Oceania,,145,Country 145
Americas,81.660004,2012,Americas,,147,Country 147
Americas,77.910004,2015,Americas,,146,Country 146
Africa,52.150002,2000,Africa,Central Africa,141,Country 141
Americas,75.790001,2013,Americas,,143,Country 143
Western Pacific,66.849998,2012,Asia and Oceania,,140,Country 140
Americas,78.339996,2010,Americas,,142,Country 142
Europe,81.779999,2008,Europe,,134,Country 134
Europe,68.440002,2007,Asia and Oceania,,56,Country 56
Eastern Mediterranean,76.150002,1999,Asia and Oceania,,85,Country 85
Africa,45.650002,2006,Africa,Eastern Africa,135,Country 135
Americas,75.379997,2001,Americas,,133,Country 133
Europe,77.529999,1999,Europe,,37,Country 37
Western Pacific,82.519997,2016,Asia and Oceania,,41,Country 41
Americas,72.209999,2012,Americas,,73,Country 73
Europe,67.669998,2002,Europe,,110,Country 110
Europe,70.610001,2001,Europe,,75,Country 75
Africa,58.75,2010,Africa,Western Africa,38,Country 38
Europe,78.300003,2013,Europe,,74,Country 74
Europe,78.25,2002,Europe,,1,Country 1
Americas,76.160004,2012,Americas,,109,Country 109
Europe,71.889999,1999,Europe,,161,Country 161
Americas,75.790001,2007,Americas,,25,Country 25
Europe,73.139999,2014,Europe,,23,Country 23
South-East Asia,76.529999,2010,Asia and Oceania,,26,Country 26
Africa,47.939999,1999,Africa,Southern Africa,152,Country 152
Europe,80.610001,2013,Europe,,24,Country 24
Eastern Mediterranean,63.16,2001,Africa,Northern Africa,22,Country 22
Europe,74.989998,2011,Europe,,28,Country 28
Africa,56.02,2003,Africa,Western Africa,31,Country 31
Europe,65.830002,2002,Asia and Oceania,,56,Country 56
Eastern Mediterranean,62.93,2002,Asia and Oceania,,30,Country 30
Americas,72.660004,2012,Americas,,153,Country 153
Africa,73.470001,2012,Africa,Eastern Africa,139,Country 139
Europe,81.480003,2010,Europe,,82,Country 82
Americas,70.190002,2006,Americas,,138,Country 138
Americas,58.290001,2006,Americas,,77,Country 77
Africa,52.610001,1998,Africa,Central Africa,62,Country 62
Eastern Mediterranean,75.900002,2007,Asia and Oceania,,131,Country 131
Eastern Mediterranean,75.230003,2007,Asia and Oceania,,130,Country 130
Europe,75.75,2009,Europe,,128,Country 128
Africa,51.400002,1998,Africa,Western Africa,35,Country 35
South-East Asia,69.660004,2013,Asia and Oceania,,43,Country 43
Americas,72.669998,2016,Americas,,44,Country 44
Africa,64.290001,2016,Africa,Eastern Africa,68,Country 68
South-East Asia,67.349998,2011,Asia and Oceania,,36,Country 36
Africa,60.139999,2016,Africa,Central Africa,45,Country 45
Africa,58.48,2014,Africa,Western Africa,115,Country 115
Europe,78.82,2008,Asia and Oceania,,4,Country 4
Africa,77.410004,2016,Africa,Northern Africa,48,Country 48
Africa,60.880001,1997,Africa,Southern Africa,162,Country 162
Europe,69.230003,2006,Europe,,23,Country 23
Europe,78.370003,2005,Europe,,24,Country 24
Americas,78.07,2015,Americas,,25,Country 25
Eastern Mediterranean,66.110001,2009,Africa,Northern Africa,22,Country 22
South-East Asia,72.769997,2002,Asia and Oceania,,26,Country 26
Africa,53.139999,2005,Africa,Western Africa,122,Country 122
Africa,73.699997,2011,Africa,Eastern Africa,117,Country 117
Americas,67.650002,2000,Americas,,73,Country 73
Africa,64.379997,2016,Africa,Western Africa,108,Country 108
Europe,77.379997,2013,Europe,,75,Country 75
Europe,75.269997,2001,Europe,,74,Country 74
Africa,56.189999,2006,Africa,Western Africa,38,Country 38
Europe,81.339996,2013,Europe,,111,Country 111
Europe,71.82,2014,Europe,,110,Country 110
Africa,45.150002,2002,Africa,Southern Africa,152,Country 152
Americas,73.019997,2016,Americas,,153,Country 153
Europe,72.230003,2014,Europe,,151,Country 151
Europe,81.029999,2004,Europe,,95,Country 95
Eastern Mediterranean,74.260002,2007,Asia and Oceania,,90,Country 90
Europe,77.830002,2000,Europe,,1,Country 1
Africa,71,2005,Africa,Western Africa,6,Country 6
Africa,60.650002,2007,Africa,Eastern Africa,148,Country 148
Western Pacific,74.120003,2009,Asia and Oceania,,112,Country 112
Europe,82.339996,2016,Europe,,82,Country 82
Europe,74.519997,2003,Europe,,149,Country 149
Europe,77.940002,1999,Europe,,118,Country 118
Eastern Mediterranean,72.970001,1999,Asia and Oceania,,120,Country 120
Africa,66.129997,2005,Africa,Central Africa,165,Country 165
Europe,76.769997,2010,Europe,,18,Country 18
Africa,56.700001,2007,Africa,Western Africa,114,Country 114
Eastern Mediterranean,61.259998,1997,Asia and Oceania,,83,Country 83
Europe,79.07,2007,Europe,,24,Country 24
Europe,68.57,2004,Europe,,23,Country 23
South-East Asia,71.889999,2000,Asia and Oceania,,26,Country 26
Americas,77.699997,2013,Americas,,25,Country 25
Eastern Mediterranean,66.449997,2011,Africa,Northern Africa,22,Country 22
Africa,67.309998,2007,Africa,Central Africa,165,Country 165
Europe,68.849998,2009,Europe,,154,Country 154
Europe,76.349998,2008,Europe,,18,Country 18
Eastern Mediterranean,74.550003,2001,Africa,Northern Africa,32,Country 32
Europe,82.07,2015,Europe,,33,Country 33
Western Pacific,67.25,2016,Asia and Oceania,,17,Country 17
South-East Asia,64.07,1998,Asia and Oceania,,9,Country 9
Africa,69.809998,2000,Africa,Western Africa,6,Country 6
Eastern Mediterranean,71.389999,1999,Asia and Oceania,,52,Country 52
Americas,79.480003,2001,Americas,,147,Country 147
Americas,74.769997,2002,Americas,,146,Country 146
Eastern Mediterranean,72.900002,1999,Asia and Oceania,,130,Country 130
Africa,55.029999,2003,Africa,Central Africa,103,Country 103
Europe,80.300003,2013,Europe,,132,Country 132
Eastern Mediterranean,66.830002,2009,Asia and Oceania,,145,Country 145
Eastern Mediterranean,69.699997,2001,Africa,Northern Africa,144,Country 144
Eastern Mediterranean,74.129997,1999,Asia and Oceania,,131,Country 131
Europe,72.169998,2002,Europe,,157,Country 157
Europe,77.309998,2002,Europe,,158,Country 158
Africa,71.68,2004,Africa,Eastern Africa,139,Country 139
Americas,74.300003,2001,Americas,,159,Country 159
Eastern Mediterranean,61.25,1999,Africa,Eastern Africa,59,Country 59
Africa,55.799999,2004,Africa,Western Africa,156,Country 156
Americas,72.370003,2014,Americas,,138,Country 138
Eastern Mediterranean,79.919998,2013,Asia and Oceania,,155,Country 155
South-East Asia,70.540001,2013,Asia and Oceania,,9,Country 9
Western Pacific,63.049999,2009,Asia and Oceania,,17,Country 17
Africa,63.66,2013,Africa,Central Africa,8,Country 8
Africa,51.810001,2001,Africa,Eastern Africa,63,Country 63
Americas,80.889999,2015,Americas,,7,Country 7
Europe,82.339996,2016,Europe,,94,Country 94
Africa,51.25,2004,Africa,Southern Africa,10,Country 10
Africa,60.919998,2013,Africa,Western Africa,31,Country 31
Europe,66.419998,2003,Asia and Oceania,,19,Country 19
Eastern Mediterranean,66.080002,2012,Asia and Oceania,,30,Country 30
Africa,48.25,2014,Africa,Central Africa,129,Country 129
Americas,78.779999,2010,Americas,,20,Country 20
Europe,73.129997,2005,Europe,,28,Country 28
Eastern Mediterranean,75.330002,2002,Africa,Northern Africa,98,Country 98
Africa,65.919998,2010,Africa,Eastern Africa,99,Country 99
Americas,75.900002,2002,Americas,,100,Country 100
Africa,59.32,2003,Africa,Eastern Africa,148,Country 148
Europe,75.629997,2007,Europe,,149,Country 149
Europe,79.5,2003,Europe,,102,Country 102
Europe,79.269997,2005,Europe,,97,Country 97
South-East Asia,68.739998,2011,Asia and Oceania,,43,Country 43
Africa,48.549999,2012,Africa,Central Africa,129,Country 129
Western Pacific,70.519997,1999,Asia and Oceania,,105,Country 105
Europe,73.589996,2010,Europe,,49,Country 49
Europe,76.879997,2012,Europe,,67,Country 67
Africa,75.040001,2004,Africa,Northern Africa,48,Country 48
Africa,49.849998,2002,Africa,Eastern Africa,47,Country 47
Africa,43.240002,2006,Africa,Southern Africa,50,Country 50
Africa,54.630001,2004,Africa,Central Africa,45,Country 45
Americas,70.290001,2004,Americas,,44,Country 44
Americas,75.629997,2005,Americas,,71,Country 71
Africa,54.790001,2004,Africa,Eastern Africa,68,Country 68
Western Pacific,74.190002,2008,Asia and Oceania,,46,Country 46
